Date,Open,High,Low,Close,Adj Close,Volume
2013-01-02,18.003503799438477,18.193193435668945,17.931682586669922,18.099348068237305,18.099348068237305,101550348
2013-01-03,18.14139175415039,18.316566467285156,18.036035537719727,18.109859466552734,18.109859466552734,92635272
2013-01-04,18.251752853393555,18.55530548095703,18.2102108,18.46771812438965,18.46771812438965,110429460
2013-01-07,18.40465545654297,18.503002166748047,18.28278350830078,18.387136459350586,18.387136459350586,66161772
2013-01-08,18.406906127929688,18.425926208496094,18.12887954711914,18.35085105895996,18.35085105895996,66976956
2013-01-09,18.325075149536133,18.47722625732422,18.233232498168945,18.471471786499023,18.471471786499023,80907012
2013-01-10,18.589338302612305,18.643644332885742,18.35585594177246,18.55555534362793,18.55555534362793,73354572
2013-01-11,18.56856918334961,18.579328536987305,18.425926208496094,18.518268585205078,18.518268585205078,51356592
2013-01-14,18.443443298339844,18.57357406616211,18.076826095581055,18.099348068237305,18.099348068237305,114441444
2013-01-15,18.001251220703125,18.39339256286621,17.82032012939453,18.14139175415039,18.14139175415039,156950892
2013-01-16,18.07807731628418,18.12662696838379,17.859609603881836,17.897647857666016,17.897647857666016,80855064
2013-01-17,17.960710525512695,18.009008407592773,17.793292999267578,17.800800323486328,17.800800323486328,88371540
2013-01-18,17.776777267456055,17.837087631225586,17.550800323486328,17.630380630493164,17.630380630493164,128942928
2013-01-22,17.63413429260254,17.651151657104492,17.405405044555664,17.589338302612305,17.589338302612305,151544304
2013-01-23,18.418167114257812,18.743743896484375,18.413162231445312,18.556055068969727,18.556055068969727,236127636
2013-01-24,18.549549102783203,18.93968963623047,18.531280517578125,18.87412452697754,18.87412452697754,135172692
2013-01-25,18.78803825378418,18.980981826782227,18.77502441,18.860610961914062,18.860610961914062,88946964
2013-01-28,18.81281280517578,18.90890884399414,18.715965270996094,18.787036895751953,18.787036895751953,65018916
2013-01-29,18.687437057495117,18.94269371032715,18.68218231201172,18.86086082458496,18.86086082458496,69814116
2013-01-30,18.862361907958984,19.04279327392578,18.84159278869629,18.864614486694336,18.864614486694336,69250680
2013-01-31,18.781532287597656,18.95945930480957,18.77502441,18.911161422729492,18.911161422729492,65302632
2013-02-01,18.973974227905273,19.43443489074707,18.971471786499023,19.409408569335938,19.409408569335938,149694156
2013-02-04,19.21146011352539,19.281030654907227,18.975725173950195,18.99449348449707,18.99449348449707,121498380
2013-02-05,19.04729652404785,19.297046661376953,19.005756378173828,19.162662506103516,19.162662506103516,74753172
2013-02-06,18.995746612548828,19.34334373474121,18.981481552124023,19.273523330688477,19.273523330688477,83040876
2013-02-07,19.261762619018555,19.48974037,19.15665626525879,19.368118286132812,19.368118286132812,113494392
2013-02-08,19.52277374267578,19.68643569946289,19.508508682250977,19.65390396118164,19.65390396118164,120683196
2013-02-11,19.47947883605957,19.594594955444336,19.363113403320312,19.580080032348633,19.580080032348633,86625288
2013-02-12,19.563312530517578,19.71721649169922,19.503753662109375,19.537036895751953,19.537036895751953,74285640
2013-02-13,19.52277374267578,19.65340232849121,19.518768310546875,19.59109115600586,19.59109115600586,47880072
2013-02-14,19.51276206970215,19.738237380981445,19.463714599609375,19.71521568,19.71521568,69342588
2013-02-15,19.70470428466797,19.851350784301758,19.69644546508789,19.842092514038086,19.842092514038086,109082808
2013-02-19,19.91967010498047,20.195194244384766,19.901901245117188,20.19144058227539,20.19144058227539,117154728
2013-02-20,20.152652740478516,20.24449348449707,19.814565658569336,19.831331253051758,19.831331253051758,110457432
2013-02-21,19.9699707,20.15640640258789,19.80030059814453,19.908157348632812,19.908157348632812,140115744
2013-02-22,20.001501083374023,20.051300048828125,19.864864349365234,20.01276206970215,20.01276206970215,82073844
2013-02-25,20.077577590942383,20.230480194091797,19.782032012939453,19.789039611816406,19.789039611816406,92063844
2013-02-26,19.894895553588867,19.918668746948242,19.629629135131836,19.77302360534668,19.77302360534668,88011900
2013-02-27,19.889890670776367,20.13888931274414,19.797548294067383,20.014514923095703,20.014514923095703,80962956
2013-02-28,20.047548294067383,20.194944381713867,20.045795440673828,20.050050735473633,20.050050735473633,90541368
2013-03-01,19.96496582,20.198699951171875,19.923673629760742,20.174924850463867,20.174924850463867,86928984
2013-03-04,20.152652740478516,20.59159278869629,20.145145416259766,20.55805778503418,20.55805778503418,110912976
2013-03-05,20.743993759155273,21.02477455,20.743242263793945,20.985986709594727,20.985986709594727,161602236
2013-03-06,21.046796798706055,21.12112045288086,20.740991592407227,20.80530548095703,20.80530548095703,114805080
2013-03-07,20.872371673583984,20.93643569946289,20.76025963,20.83583641052246,20.83583641052246,82025892
2013-03-08,20.88338279724121,20.89389419555664,20.646896362304688,20.808809280395508,20.808809280395508,116359524
2013-03-11,20.81306266784668,21.013513565063477,20.808307647705078,20.89139175415039,20.89139175415039,63724212
2013-03-12,20.78853988647461,20.81806755065918,20.612361907958984,20.710960388183594,20.710960388183594,80251668
2013-03-13,20.718217849731445,20.78803825378418,20.578327178955078,20.65340232849121,20.65340232849121,65586348
2013-03-14,20.695444107055664,20.695444107055664,20.45520592,20.559059143066406,20.559059143066406,65981952
2013-03-15,20.482982635498047,20.52802848815918,20.353853225708008,20.377878189086914,20.377878189086914,123864012
2013-03-18,20.145145416259766,20.339338302612305,20.056806564331055,20.21496582,20.21496582,73458468
2013-03-19,20.301300048828125,20.501752853393555,20.18143081665039,20.303302764892578,20.303302764892578,83844072
2013-03-20,20.441190719604492,20.458208084106445,20.306306838989258,20.388137817382812,20.388137817382812,58493448
2013-03-21,20.302553176879883,20.443443298339844,20.266517639160156,20.301801681518555,20.301801681518555,59044896
2013-03-22,20.38888931274414,20.40140151977539,20.261260986328125,20.27802848815918,20.27802848815918,59468472
2013-03-25,20.330581665039062,20.501251220703125,20.190690994262695,20.261260986328125,20.261260986328125,68411520
2013-03-26,20.357858657836914,20.370370864868164,20.21496582,20.33083152770996,20.33083152770996,47628324
2013-03-27,20.18718719482422,20.195194244384766,20.053302764892578,20.08658790588379,20.08658790588379,86441472
2013-03-28,20.119869232177734,20.154403686523438,19.852352142333984,19.874624252319336,19.874624252319336,91420488
2013-04-01,19.895145416259766,20.076326370239258,19.85110092163086,20.049800872802734,20.049800872802734,72219708
2013-04-02,20.133634567260742,20.391141891479492,20.120119094848633,20.346345901489258,20.346345901489258,81578340
2013-04-03,20.356857299804688,20.375375747680664,20.036787033081055,20.175174713134766,20.175174713134766,69470460
2013-04-04,20.126375198364258,20.16391372680664,19.80230140686035,19.89664649963379,19.89664649963379,97806096
2013-04-05,19.671171188354492,19.69444465637207,19.429428100585938,19.59584617614746,19.59584617614746,137218644
2013-04-08,19.488237380981445,19.508258819580078,19.229228973388672,19.390640258789062,19.390640258789062,113170716
2013-04-09,19.406906127929688,19.61336326599121,19.347097396850586,19.460710525512695,19.460710525512695,86205708
2013-04-10,19.592592239379883,19.82857894897461,19.419418334960938,19.774274826049805,19.774274826049805,79064856
2013-04-11,19.841842651367188,19.847347259521484,19.62112045288086,19.779529571533203,19.779529571533203,81066852
2013-04-12,19.819570541381836,19.822322845458984,19.59284210205078,19.771020889282227,19.771020889282227,65402532
2013-04-15,19.668418884277344,19.944944381713867,19.444944381713867,19.56781768798828,19.56781768798828,98025876
2013-04-16,19.68443489074707,19.919919967651367,19.617618560791016,19.854103088378906,19.854103088378906,69610320
2013-04-17,19.688438415527344,19.790790557861328,19.47197151184082,19.58358383178711,19.58358383178711,81398520
2013-04-18,19.65340232849121,19.66466522216797,19.05055046081543,19.16691780090332,19.16691780090332,132767100
2013-04-19,19.248247146606445,20.10610580444336,19.175676345825195,20.016767501831055,20.016767501831055,231895872
2013-04-22,20.03503418,20.11911964416504,19.394393920898438,20.02277374267578,20.02277374267578,115220664
2013-04-23,20.045045852661133,20.407907485961914,20.029029846191406,20.21771812438965,20.21771812438965,91600308
2013-04-24,20.222972869873047,20.470470428466797,20.22022057,20.35660743713379,20.35660743713379,73090836
2013-04-25,20.426677703857422,20.43218231201172,20.210960388183594,20.24774742126465,20.24774742126465,79608312
2013-04-26,20.2102108,20.213714599609375,19.93443489074707,20.05555534362793,20.05555534362793,99408492
2013-04-29,20.101350784301758,20.58808708190918,20.095094680786133,20.496997833251953,20.496997833251953,91939968
2013-04-30,20.495494842529297,20.711711883544922,20.462461471557617,20.634885787963867,20.634885787963867,92175732
2013-05-01,20.602102279663086,20.638639450073242,20.429428100585938,20.531280517578125,20.531280517578125,58141800
2013-05-02,20.52302360534668,20.88463592529297,20.496746063232422,20.761011123657227,20.761011123657227,80651268
2013-05-03,20.944944381713867,21.191190719604492,20.920921325683594,21.16416358947754,21.16416358947754,100403496
2013-05-06,21.22772789001465,21.56781768798828,21.22772789001465,21.56031036376953,21.56031036376953,85566348
2013-05-07,21.596847534179688,21.61836814880371,21.28803825378418,21.45220184326172,21.45220184326172,78281640
2013-05-08,21.44644546508789,21.86886978149414,21.344093322753906,21.862613677978516,21.862613677978516,98633268
2013-05-09,21.79279327392578,22.013513565063477,21.727476119995117,21.808809280395508,21.808809280395508,87935976
